,,□,百貨店（売場主任）,お客様の様子,・暑い日が続いているため、客からは秋冬物を購入する意欲が感じられない。,
,,□,百貨店（企画担当）,販売量の動き,・購買単価は前年をやや上回っているものの、台風と猛暑の影響で来客数は減少している。,
,,□,百貨店（企画担当）,お客様の様子,・気温の高い日が続いているため、例年なら今がピークである秋物衣料やブーツなどが動いていない。客は秋物を見には来るが、買う気がない。,
,,□,百貨店（経理担当）,販売量の動き,・10代女性向けの婦人服はよく売れるが、紳士服がまだまだ売れない。,
,,□,スーパー（店長）,来客数の動き,・来客数は横ばい傾向である。,
,,□,スーパー（店長）,お客様の様子,・今月は北海道物産展を実施しているが、珍しい物は高くても需要がある。しかし一般商品は、余分な物は買わないという状況が続いている。,
,,□,スーパー（店長）,単価の動き,・客単価は相変わらず前年の96％前後の推移である。１品単価の低下よりも１人当たり買上点数の減少のほうが影響が大きい。,
,,□,スーパー（仕入担当）,来客数の動き,・今年は台風など天候不順で雨が多く、自転車や徒歩で来店する客がかなり減少している。,
,,□,コンビニ（経営者）,お客様の様子,・特売品、値打ち品を今必要な分だけ購入する消費行動が確立している。缶ビールでは、１缶単価が少し高くなっても、24缶入り１ケースよりも６缶パックの方が圧倒的に選択される。,
,,□,コンビニ（エリア担当）,来客数の動き,・台風や天候不順にもかかわらず来客数は維持しており、売上も大きく前年割れしていない。,
,,□,コンビニ（エリア担当）,それ以外,・今月は前年の残暑ほど厳しくなく、売上は伸び悩んでいる。売上は前年を割り込んでいる。,
,,□,コンビニ（売場担当）,それ以外,・残暑でお茶などの飲料売上が伸びているため、新規店では売上好調である。しかし既存店売上は前年並みに終わっている。,
,,□,衣料品専門店（経営者）,来客数の動き,・来客数が減少傾向で、売上が伸びていない。,
,,□,衣料品専門店（企画担当）,販売量の動き,・ミセス向け商品の売上が引き続き非常に悪い。総合スーパーの仕入れ担当者によると、ミセス衣料は前年比90％を切っている。,
,,□,家電量販店（経営者）,お客様の様子,・９月の売上も前年比で微減である。客の様子をみても相変わらず慎重で、財布のひもは固い。,
,,□,乗用車販売店（経営者）,競争相手の様子,・同業者が廃業に追い込まれている。また深刻な価格破壊の状況になっている。,
,,□,乗用車販売店（経営者）,販売量の動き,・前月に続いて新車の購入目的で来店する客が多いが、他店との競合が激化しているため利益幅は減少している。その一方で、来店当日に即決する客も増えている。,
,,□,乗用車販売店（従業員）,販売量の動き,・販売量以外は特に目立つ動きはない。,
,,□,乗用車販売店（従業員）,単価の動き,・300万円を超える高級車が飛ぶように売れているが、それ以外の車はさっぱりである。,
,,□,乗用車販売店（従業員）,販売量の動き,・単価の低下を販売台数でカバーできていない。利益確保は非常に困難な状況である。来客数は店頭の集客策が成果を上げまずまずであるが、商談に苦労している。,
