,,□,商店街（代表者）,来客数の動き,・３か月前の12月商戦と現在の期の変わり目と比較してもいい方向にあり、変わらない。,
,,□,商店街（代表者）,お客様の様子,・自社に限れば若干良くなっているが、商店街のクレジット共催店舗売上によると、売上は前年対比9.2％減少、客単価も下がっており、長引いた寒波の影響と思われる。,・自社に限れば若干良くなっているが、商店街のクレジット共催店舗売上によると、売上は前年対比9.2％減少、客単価も下がっており、長引いた寒波の影響と思う。
,,□,商店街（代表者）,お客様の様子,・新入学用品を直近まで見極めてからしか購入しない傾向は変わらない。,
,,□,一般小売店［靴］（経営者）,販売量の動き,・顧客の価格に対する考えは依然として厳しいが、価格面に細かく厳しい顧客と価格に一切ふれない顧客とにニ極化する傾向にある。,
,,□,一般小売店［茶］（経営者）,販売量の動き,"・前年と比較して販売量は１割以上減少している。
・新茶の販売時期を迎えるが、先行きは不透明である。",
,,□,一般小売店［印章］（営業担当）,来客数の動き,"・合併需要も落ち着き、ゴム印の注文の減少してきた。
・印鑑、印鑑ケースもカラフルなものが動き始めており、若い人が個性的な印鑑を持つようになってきている。",
,,□,一般小売店［100円商品］,販売量の動き,・販売量、客単価とも、やや落ち着いてきている。,
,,□,百貨店（販売促進担当）,お客様の様子,"・就職関連商材など目的購買商品は堅調であるが、ミセスを中心に春物ファッション関連全体の動きは鈍い。
・特定の商品への売上集中の傾向が見られる。",
,,□,百貨店（電算担当）,販売量の動き,・来店客数、売上は前年対比で横ばいである。しかし、新規催事が２本好調であったためであり、既存売場は苦戦している。,
,,□,百貨店（売場担当）,お客様の様子,・月初の寒さなど天候不順により、衣料品を中心に春物商材の動きがかなり鈍化した。身回品については堅調に推移している。顧客の購入する商品を厳しく選択する傾向が強く見受けられる。,
,,□,百貨店（営業担当）,来客数の動き,・春物実売期であったが、気温の低下により、雑貨は好調も、衣料品は婦人物、紳士物とも前年を大きく下回る売上であった。特に単価の高いスプリングコートやジャケットが不調であった。,
,,□,百貨店（購買担当）,お客様の様子,"・３月前半は、フレッシャー、リクルートなど学生、新社会人向けのスーツの動きが良かったが、入卒園対応の付き添いマザーニーズが思ったように動かず、売上が伸び悩んだ。
・特に30代40代の子供のいる女性は、出費が他方面に多い傾向が見受けられ、自分への出費は最低限といった傾向が目立った。",
,,□,スーパー（店長）,お客様の様子,・天候に左右されたこともあるが、新規ディスカウント店出店、それに伴う近隣競合他社の改装開店による価格を訴求した広告展開のため、顧客の買い回り傾向が強まっている。,
,,□,スーパー（店長）,販売量の動き,"・商圏内競合店舗が１店舗閉鎖に伴い、客数は増加しているが、依然として買上点数の下落が続いており、客数の増加で売上を維持している。
・一点単価の下落も引き続き、厳しい状況となっている。",
