,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(東海)",,◎,商店街（代表者）,お客様の様子,・客の顔は明るく購買点数も増えている。,
,,○,商店街（代表者）,販売量の動き,・良い地域と悪い地域があるが、販売数量は良くなっている。また愛知万博関連商品が売れ始めている。,
,,○,一般小売店［土産］（経営者）,お客様の様子,・伊勢神宮への参拝客数は平年並みで、客の顔つきは明るく売上も好転している。,
,,○,一般小売店［書店］（経営者）,販売量の動き,・月の前半は悪かったが中旬以降は徐々に良くなっている。12月に実施した改装効果がやっと出始めている。,
,,○,一般小売店［土産］（経営者）,販売量の動き,・伊勢神宮の内宮門前を中心に販売量が明らかに増えている。,
,,○,百貨店（企画担当）,販売量の動き,・年初から福袋、クリアランスセールが好調な動きをみせている。寒さが戻り防寒用品も順調に動いている。,
,,○,百貨店（企画担当）,販売量の動き,・年初に気温が下がり冬らしい気候になったこともあり、福袋や冬物商材のクリアランスセールが好調である。特にクリアランスセールは、12月までは暖冬傾向で冬物在庫が多かったため商品が充実しており、売上の伸びが著しい。,
,,○,百貨店（経理担当）,販売量の動き,・初売りは福袋の売行きが好調であった。その後も婦人雑貨、洋品を中心に好調に推移している。,
,,○,乗用車販売店（経営者）,販売量の動き,・年明けの新型車の投入効果で新車販売量は前月と比べて増加している。また今春の新卒者の需要で中古車販売も伸びており、排ガス規制の影響で法人のトラックの代替需要も増加している。,
,,○,乗用車販売店（従業員）,来客数の動き,・例年３月に向けての決算期は新車ディーラーの書き入れ時であるが、今年は例年以上に年初から来客数が多く、商談中も客から景気の悪い話があまり聞かれない。,
,,○,乗用車販売店（従業員）,販売量の動き,・１月に入ってから来客数が更に増え、平日でも商談があり、それに比例して受注も増加している。新型車だけでなく全体的によく売れているが、下取車の年式を見ると1997年の消費税増税前の年式がほとんどである。,
,,○,乗用車販売店（営業担当）,販売量の動き,・販売量、来客数共に増えている。,
,,○,その他専門店［雑貨］（店員）,販売量の動き,・セール商材の動きが良い。,
,,○,その他小売［雑貨卸］（経営者）,お客様の様子,・取扱商品を変更し販売方法も変えたため、やや良くなっている。,
,,○,一般レストラン（経営者）,来客数の動き,・ランチを低価格で提供しているため、ランチの時間帯は確実に売上増となっている。,
,,○,その他飲食［仕出し］（経営者）,販売量の動き,・大口注文が増加している。,
,,○,旅行代理店（経営者）,来客数の動き,・悪い材料は特になく、順調に推移している。,
