,,▲,一般レストラン（スタッフ）,来客数の動き,・売上は変わっていないが、様々な必要経費がかかってきて利益が少なくなっている。周りをみても良い材料がないので、あまり良くない。,,
,,▲,都市型ホテル（スタッフ）,販売量の動き,・観光のトップシーズンということもあり、宿泊は依然として好調に推移しているものの、婚礼や宴会、レストランの売上が伸び悩んでおり、全体的には厳しい状況が続いている。個人、法人利用共に減少しており、景気はやや悪くなっている。,,
,東京都,▲,タクシー運転手,お客様の様子,・終電後に人の動きがない。,,
,,▲,タクシー（団体役員）,来客数の動き,・シルバーウィークの反動か、街中に人気がなく、利用者が減少している。,,
,東京都,▲,通信会社（経営者）,販売量の動き,・契約数が上期に比べて減少傾向にある。,,
,,▲,通信会社（営業担当）,販売量の動き,・前年同月と比較して、大きく実績の下回る日が続いている。,,
,東京都,▲,通信会社（総務担当）,単価の動き,・異常気象に伴い生鮮食料品の価格が高止まりし、家計を圧迫しているが、季節的にみても回復が望めない。,,
,,▲,ゴルフ場（従業員）,来客数の動き,・来場者数は前年より減少傾向である。ゴルフ場は天候に左右されるが、それだけではなく、景気の影響を受けている。,,
,東京都,▲,パチンコ店（経営者）,競争相手の様子,・新装開店で新しい台を入れる。以前は台の入替えをすると確実に来客数が増えたが、今は現状を維持するのがやっとという状況が当店、ライバル店共に顕著である。,,
,,▲,美容室（経営者）,来客数の動き,・天候が不安定なので、早く落ち着いてもらいたい。,,
,東京都,▲,その他サービス［福祉輸送］（経営者）,販売量の動き,・３か月前と比べると、販売量、客の動き共に若干勢いを失っているように感じる。,,
,,▲,設計事務所（経営者）,お客様の様子,・官民問わず、受注するためには価格競争に勝ち抜くことが条件になっている。企業努力にも限界があるので、厳しい状況が続いている。,,
,,▲,設計事務所（所長）,お客様の様子,・下期に期待しているが、特に、民間案件では計画が中止になっても、引き続いて相談をすることもなくなっている。,,
,,▲,設計事務所（所長）,競争相手の様子,・仕事量が一極集中型になっており、地方では非常に少なくなっている。新築物件が非常に少なく、設計施工の仕事が多いのではないかと感じてる。同業者等の動向をみていても、仕事が少ない。,,
,,▲,住宅販売会社（経営者）,お客様の様子,・当社は住宅を主に扱う不動産デベロッパー業と総合建設業だが、前年４月の消費税増税以降は全く販売量が伸びない。客の所得が増えていないところに増税と物価上昇などで将来に不安を持っているため、住宅ローンがやがて支払えなくなるのではないかと思っているようである。一方、総合建設業では公共工事は沢山あるが、工事原価が上昇しているため赤字の現場が多く、なかなか受注に結び付かない。,,
