,,▲,百貨店（売場主任）,来客数の動き,・平日昼間の来客数は、かなり減少している。以前は昼休みに来店して商品を見たり買物したりするサラリーマンもいたが、そのような客はかなり減っている。土日も、家族連れで来店しても、買物というより涼みに来ているだけの客も多く、売上はがた減りである。,
,,▲,百貨店（企画担当）,販売量の動き,・店頭は秋物中心になっているが、猛暑が続いているため、売上は低調に推移している。水着や浴衣の盛夏商品のピークを過ぎてからの猛暑であり、猛暑に伴うプラス効果はほとんどない。,
,,▲,百貨店（企画担当）,販売量の動き,・主力商品である婦人服の販売量、販売単価が落ち込んでいる。,
,,▲,百貨店（外商担当）,来客数の動き,・残暑の影響もあり、来客数は減少しており、売上も減少している。,
,,▲,百貨店（婦人服販売担当）,お客様の様子,・例年なら気温や気候に関係なく徐々に秋物商材が売れ始める時期であるが、経済的な余裕があまりないためか、今年はほとんど動きがない。,
,,▲,百貨店（販売担当）,販売量の動き,・客はセールを継続している売場に流れている。また、秋冬物の商材も、低価格帯の品ぞろえが豊富なブランドのみが好調である。,
,,▲,スーパー（経営者）,お客様の様子,・野菜の売上が悪い。,
,,▲,スーパー（店長）,単価の動き,・客単価は、前年同月比97％ほどで推移している。１品単価が低下傾向にあるうえ、買上点数も減少している。買上点数の増加をねらって、少量販売やバラ売りを増やしても、客単価の上昇にはつながらず、苦戦している。,
,,▲,スーパー（営業担当）,単価の動き,・客単価、来客数、販売点数は、前年同月比で98～99％である。定率減税の廃止やガソリン価格の高騰、株価低迷が影響している。,
,,▲,スーパー（仕入担当）,単価の動き,・来客数は前年並みを維持している。しかし、売上、利益は伸び悩んでいる。近くに安売りスーパーがオープンし、近隣のスーパーを巻き込んで安売り競争をしているため、客単価が伸びない。,
,,▲,衣料品専門店（経営者）,来客数の動き,・良くない要因として、来客数の減少が際立っている。,
,,▲,家電量販店（店員）,販売量の動き,・定率減税の廃止以降、販売量は減少している。ガソリン価格の高騰も、追い打ちを掛けている。,
,,▲,乗用車販売店（経営者）,販売量の動き,・さっぱり売れない状況にあり、例年にない停滞ぶりである。,
,,▲,乗用車販売店（経営者）,来客数の動き,・ガソリン価格が高騰しているためか、自動車の半年点検や１年点検を見送る客が増えている。自動車での外出を控えているという話も聞かれ、お盆前の安全点検の仕事も例年より少ない。,
,,▲,乗用車販売店（従業員）,販売量の動き,・競争が激化している。販売台数も、前月に引き続き大幅に減少している。,
,,▲,一般レストラン（経営者）,単価の動き,・客単価が非常に低い。,
,,▲,観光型ホテル（経営者）,来客数の動き,・昼食、夕食客の入込が良くない。来客数は停滞しており、動きはやや弱くなっている。,
,,▲,旅行代理店（経営者）,競争相手の様子,・原油高で航空運賃等に影響が出ており、旅行会社の収益は圧迫されつつある。,
,,▲,通信会社（開発担当）,お客様の様子,・親会社からの発注量が、前年度の半分程度となっている。,
,,▲,通信会社（サービス担当）,お客様の様子,・販売量は、前月に続いて減少している。同業他社が思い切った割引キャンペーンを実施すると、客は一気にそちらへ流れる。少しでも安いほうを選ぶ傾向は、ますます顕著である。,
,,▲,テーマパーク（職員）,来客数の動き,・来客数は年々減少している。活気がなく、近隣では廃業する店舗が幾つかある。,
,,▲,パチンコ店（経営者）,販売量の動き,・来客数の動きは、やや悪くなっている。,
,,▲,美容室（経営者）,来客数の動き,・お盆休み後の客足が悪い。客の財布のひもは固い。,
,,▲,美容室（経営者）,来客数の動き,・暑さのためか、来客数はかなり減ってきている。,
,,▲,美容室（経営者）,お客様の様子,・新しい美容院がどんどん出店しており、かなりの激戦となっている。１回でも新しい店を試してみたいという客もおり、影響は少なからずある。,
,,▲,美容室（経営者）,お客様の様子,・暑さのため、主力の中高年客は午前の予約ばかりになっており、来客数は減少している。,
